Rank by t,Freq,Freq(L),Freq(R),t值,搭配词
8509,1,0,1,0.975822,恼羞成怒/i
8510,1,1,0,0.975822,不值一文/i
8511,1,1,0,0.975822,死定了/l
8512,1,1,0,0.975822,吉士/ns
8513,1,1,0,0.975822,大钟/m
8514,1,1,0,0.975822,炊具/n
8515,1,1,0,0.975822,红宝石/nr
8516,1,0,1,0.975822,比就/d
8517,1,0,1,0.975822,单个/b
8518,1,1,0,0.975822,地洞/n
8519,1,1,0,0.975822,丽娃丽/nr
8520,1,1,0,0.975822,妲/g
8521,1,0,1,0.975822,响来/v
8522,1,1,0,0.975822,尼采/nrt
8523,1,1,0,0.975822,哪门子/l
8524,1,0,1,0.975822,轰鸣声/i
8525,1,0,1,0.975822,脚声/n
8526,1,1,0,0.975822,观礼/n
8527,1,1,0,0.975822,吐过来/l
8528,1,1,0,0.975822,贡院/n
8529,1,1,0,0.975822,十几分钟/m
8530,1,0,1,0.975822,撞墙/n
8531,1,0,1,0.975822,猿人/n
8532,1,0,1,0.975822,了范/v
8533,1,0,1,0.975822,莫里森/nr
8534,1,0,1,0.975822,空谷/n
8535,1,0,1,0.975822,莺啼/i
8536,1,0,1,0.975822,凤凰琴/nr
8537,1,1,0,0.975822,宣传队/n
8538,1,0,1,0.975822,宋敏忙/nr
8539,1,1,0,0.975822,翻下去/v
8540,1,1,0,0.975822,提包/v
8541,1,1,0,0.975822,老气横秋/i
8542,1,1,0,0.975822,叹惜/v
8543,1,1,0,0.975822,震耳欲聋/i
8544,1,1,0,0.975822,哈哈哈哈/o
8545,1,0,1,0.975822,第九回/m
8546,1,0,1,0.975822,哗啦哗啦/o
8547,1,0,1,0.975822,哗喇/o
8548,1,0,1,0.975822,全个/m
8549,1,0,1,0.975822,棚顶/n
8550,1,1,0,0.975822,秋云/nr
8551,1,1,0,0.975822,事务局/n
8552,1,1,0,0.975822,库松/nr
8553,1,0,1,0.975822,恼恨/a
8554,1,1,0,0.975822,临行/v
8555,1,1,0,0.975822,壮志/n
8556,1,1,0,0.975822,成灰/n
8557,1,1,0,0.975822,尼达/nrt
8558,1,0,1,0.975822,大颗/m
8559,1,0,1,0.975822,哽噎/v
8560,1,1,0,0.975822,掌篙/n
8561,1,0,1,0.975822,和倩儿/nr
8562,1,1,0,0.975822,料想到/v
8563,1,1,0,0.975822,乐极生悲/i
8564,1,1,0,0.975822,吉喜/nr
8565,1,1,0,0.975822,僵/n
8566,1,1,0,0.975822,蔡真/nr
8567,1,1,0,0.975822,袜/n
8568,1,0,1,0.975822,丫丫/n
8569,1,1,0,0.975822,圣德尼/nr
8570,1,1,0,0.975822,余索奈/nr
8571,1,1,0,0.975822,剔得/v
8572,1,1,0,0.975822,杜小甫/nr
8573,1,0,1,0.975822,别管/c
8574,1,1,0,0.975822,迈特/nrt
8575,1,1,0,0.975822,布莱耶尔/nrt
8576,1,0,1,0.975822,青色/n
8577,1,1,0,0.975822,过雾/n
8578,1,0,1,0.975822,腓特烈/ns
8579,1,0,1,0.975822,大帝/n
8580,1,0,1,0.975822,喜气/n
8581,1,0,1,0.975822,盈门/n
8582,1,0,1,0.975822,喜洋洋/ns
8583,1,1,0,0.975822,礁石/n
8584,1,1,0,0.975822,几盅/n
8585,1,0,1,0.975822,蜡纸/n
8586,1,1,0,0.975822,发声/v
8587,1,0,1,0.975822,嗳呀/n
8588,1,0,1,0.975822,嘉许/nr
8589,1,1,0,0.975822,嘿嘿嘿/o
8590,1,1,0,0.975822,饮/n
8591,1,1,0,0.975822,揣摩/v
8592,1,1,0,0.975822,八卦图/n
8593,1,0,1,0.975822,柙/g
8594,1,0,1,0.975822,秘/ng
8595,1,1,0,0.975822,要为/c
8596,1,0,1,0.975822,吐掉/v
8597,1,1,0,0.975822,一袋/m
8598,1,0,1,0.975822,噼的/o
8599,1,0,1,0.975822,下田/n
8600,1,0,1,0.975822,站柜台/n
8601,1,1,0,0.975822,料子/n
8602,1,1,0,0.975822,凉亭/nrt
8603,1,0,1,0.975822,左首/m
8604,1,0,1,0.975822,着远/d
8605,1,0,1,0.975822,了光/v
8606,1,1,0,0.975822,两撇/m
8607,1,1,0,0.975822,八字胡/n
8608,1,0,1,0.975822,一千斤/m
8609,1,1,0,0.975822,一般无二/i
8610,1,1,0,0.975822,皠/y
8611,1,1,0,0.975822,圆场/n
8612,1,1,0,0.975822,边/n
8613,1,1,0,0.975822,鼓荡/v
8614,1,1,0,0.975822,伏下来/t
8615,1,1,0,0.975822,打交道/v
8616,1,0,1,0.975822,二十七年/m
8617,1,1,0,0.975822,发根/v
8618,1,0,1,0.975822,朴钟一/nr
8619,1,0,1,0.975822,年少时/n
8620,1,1,0,0.975822,大胡子/nr
8621,1,1,0,0.975822,三支/m
8622,1,1,0,0.975822,落如/v
8623,1,1,0,0.975822,金盆/n
8624,1,1,0,0.975822,吹口哨/n
8625,1,1,0,0.975822,大摇大摆/i
8626,1,1,0,0.975822,二堂/n
8627,1,0,1,0.975822,看住/v
8628,1,0,1,0.975822,窗台/n
8629,1,0,1,0.975822,过神儿/n
8630,1,1,0,0.975822,桂西/ns
8631,1,0,1,0.975822,无根/nz
8632,1,1,0,0.975822,长崎/ns
8633,1,0,1,0.975822,发高烧/l
8634,1,0,1,0.975822,围子/n
8635,1,1,0,0.975822,观前街/nr
8636,1,1,0,0.975822,观去/v
8637,1,1,0,0.975822,未决/v
8638,1,0,1,0.975822,张捷/nr
8639,1,0,1,0.975822,出任/v
8640,1,1,0,0.975822,春夜/t
8641,1,0,1,0.975822,徐步/d
8642,1,0,1,0.975822,剎/v
8643,1,0,1,0.975822,孤注/v
8644,1,0,1,0.975822,上钱/v
8645,1,1,0,0.975822,灌木林/ns
8646,1,1,0,0.975822,诉冤/v
8647,1,0,1,0.975822,纤尘不染/i
8648,1,0,1,0.975822,衣镜/n
8649,1,0,1,0.975822,跺脚/v
8650,1,1,0,0.975822,胡先生/nr
8651,1,1,0,0.975822,比拉尔/nrt
8652,1,1,0,0.975822,獐/n
8653,1,0,1,0.975822,倚身/v
8654,1,0,1,0.975822,躲藏/v
8655,1,1,0,0.975822,面目狰狞/l
8656,1,1,0,0.975822,正密/ad
8657,1,0,1,0.975822,半露/t
8658,1,0,1,0.975822,娇黄/z
8659,1,1,0,0.975822,璠/y
8660,1,0,1,0.975822,上成/v
8661,1,1,0,0.975822,六七步/m
8662,1,0,1,0.975822,吐口/ns
8663,1,0,1,0.975822,中门/ns
8664,1,1,0,0.975822,孙相公/nr
8665,1,1,0,0.975822,旧衣服/n
8666,1,0,1,0.975822,夹袋/n
8667,1,1,0,0.975822,顺/v
8668,1,1,0,0.975822,陀螺/n
8669,1,1,0,0.975822,匹兹堡/ns
8670,1,1,0,0.975822,索莫夫/nr
8671,1,1,0,0.975822,间不容发/l
8672,1,1,0,0.975822,啄食/n
8673,1,0,1,0.975822,兴风作浪/i
8674,1,0,1,0.975822,处所/v
8675,1,1,0,0.975822,长虹/nz
8676,1,1,0,0.975822,倒挂/v
8677,1,0,1,0.975822,岩顶/n
8678,1,0,1,0.975822,问动/v
8679,1,0,1,0.975822,当院/n
8680,1,1,0,0.975822,看不透/v
8681,1,1,0,0.975822,乐段/n
8682,1,1,0,0.975822,童年时代/t
8683,1,1,0,0.975822,动笔/n
8684,1,1,0,0.975822,生日快乐/l
8685,1,1,0,0.975822,牛儿/nr
8686,1,0,1,0.975822,夹缝/n
8687,1,0,1,0.975822,触礁/n
8688,1,0,1,0.975822,会里/q
8689,1,1,0,0.975822,两三张/m
8690,1,1,0,0.975822,胯下/n
8691,1,1,0,0.975822,山尖/n
8692,1,1,0,0.975822,春末/t
8693,1,1,0,0.975822,殿上/s
8694,1,1,0,0.975822,灯烛辉煌/i
8695,1,1,0,0.975822,洗脸/v
8696,1,1,0,0.975822,诛戮/v
8697,1,1,0,0.975822,十多名/m
8698,1,1,0,0.975822,刽子手/n
8699,1,0,1,0.975822,禁兵/n
8700,1,1,0,0.975822,游山/n
8701,1,1,0,0.975822,扇动/n
8702,1,1,0,0.975822,龙王庙/nr
8703,1,0,1,0.975822,重现/v
8704,1,0,1,0.975822,挖掘出/n
8705,1,1,0,0.975822,目测/v
8706,1,1,0,0.975822,览/v
8707,1,1,0,0.975822,典雅/a
8708,1,1,0,0.975822,款式/n
8709,1,0,1,0.975822,圆体/n
8710,1,0,1,0.975822,凌乱/a
8711,1,0,1,0.975822,内响/n
8712,1,0,1,0.975822,着门/v
8713,1,0,1,0.975822,铜质/n
8714,1,1,0,0.975822,弗朗茨/nrt
8715,1,0,1,0.975822,银幕/n
8716,1,1,0,0.975822,尼雅/nrt
8717,1,0,1,0.975822,自由恋爱/l
8718,1,1,0,0.975822,藉/vg
8719,1,0,1,0.975822,回光/v
8720,1,1,0,0.975822,坎农/nrt
8721,1,1,0,0.975822,口角/n
8722,1,0,1,0.975822,疑云/n
8723,1,1,0,0.975822,三言两语/i
8724,1,1,0,0.975822,春星/n
8725,1,0,1,0.975822,一行行/n
8726,1,0,1,0.975822,收过/v
8727,1,0,1,0.975822,咕咚咕咚/o
8728,1,0,1,0.975822,地用手/n
8729,1,0,1,0.975822,地病/n
8730,1,0,1,0.975822,娇娇/v
8731,1,1,0,0.975822,行路人/n
8732,1,0,1,0.975822,触及/v
8733,1,0,1,0.975822,排阵/v
8734,1,1,0,0.975822,靠天吃饭/i
8735,1,0,1,0.975822,管保/vn
8736,1,1,0,0.975822,小城/n
8737,1,0,1,0.975822,坍塌/v
8738,1,1,0,0.975822,来来去去/i
8739,1,1,0,0.975822,马歇尔/nr
8740,1,0,1,0.975822,问稚存/n
8741,1,1,0,0.975822,邢老/nr
8742,1,1,0,0.975822,忠华/a
8743,1,0,1,0.975822,结成/v
8744,1,0,1,0.975822,罗芙娜/nr
8745,1,1,0,0.975822,烧疼/v
8746,1,0,1,0.975822,坐起/v
8747,1,0,1,0.975822,趿上/v
8748,1,1,0,0.975822,华老栓/nr
8749,1,1,0,0.975822,花代/n
8750,1,1,0,0.975822,坡口/n
8751,1,1,0,0.975822,羞涩/a
8752,1,0,1,0.975822,垂眸一想/i
8753,1,0,1,0.975822,猛子/n
8754,1,1,0,0.975822,向右转/nr
8755,1,0,1,0.975822,罗勒/nr
8756,1,0,1,0.975822,堵成/v
8757,1,1,0,0.975822,白干/nr
8758,1,0,1,0.975822,节奏感/n
8759,1,0,1,0.975822,一两倍/m
8760,1,1,0,0.975822,闽南/ns
8761,1,1,0,0.975822,佛学院/nz
8762,1,0,1,0.975822,两倍/m
8763,1,1,0,0.975822,街中/s
8764,1,1,0,0.975822,份量/n
8765,1,0,1,0.975822,满吉/nr
8766,1,0,1,0.975822,增多/v
8767,1,0,1,0.975822,唇吻/n
8768,1,1,0,0.975822,数百倍/m
8769,1,1,0,0.975822,温度/n
8770,1,0,1,0.975822,十度/d
8771,1,1,0,0.975822,船伙/n
8772,1,0,1,0.975822,壮大/a
8773,1,1,0,0.975822,吟哦/v
8774,1,1,0,0.975822,灼烫/z
8775,1,0,1,0.975822,复工/v
8776,1,0,1,0.975822,狄第埃/nr
8777,1,1,0,0.975822,乳/n
8778,1,1,0,0.975822,臭味儿/n
8779,1,1,0,0.975822,状貌/n
8780,1,1,0,0.975822,十四日/m
8781,1,1,0,0.975822,粪坑/n
8782,1,0,1,0.975822,蛔虫/n
8783,1,1,0,0.975822,水泥墙/n
8784,1,1,0,0.975822,九朵/m
8785,1,0,1,0.975822,顶头上司/n
8786,1,1,0,0.975822,太岁/n
8787,1,0,1,0.975822,小妹/n
8788,1,0,1,0.975822,毒气室/n
8789,1,1,0,0.975822,帮帮忙/l
8790,1,0,1,0.975822,夜岛/n
8791,1,1,0,0.975822,东北风/nr
8792,1,0,1,0.975822,东北方向/n
8793,1,0,1,0.975822,厨房门/n
8794,1,1,0,0.975822,削好/v
8795,1,1,0,0.975822,涂改/v
8796,1,0,1,0.975822,布瓦/nrt
8797,1,0,1,0.975822,勒纳/nrt
8798,1,1,0,0.975822,安提福/nr
8799,1,1,0,0.975822,喜怒无常/i
8800,1,1,0,0.975822,谁会想到/l
8801,1,1,0,0.975822,在此期间/l
8802,1,1,0,0.975822,手续/v
8803,1,1,0,0.975822,海雷奇/nr
8804,1,1,0,0.975822,巴夫金/nr
8805,1,1,0,0.975822,大厨/nz
8806,1,1,0,0.975822,北蓓/nr
8807,1,1,0,0.975822,肉山/n
8808,1,1,0,0.975822,巡夜/n
8809,1,1,0,0.975822,邬子/nr
8810,1,0,1,0.975822,捉贼/v
8811,1,1,0,0.975822,小蛮/nr
8812,1,1,0,0.975822,割死/v
8813,1,0,1,0.975822,大吵大闹/l
8814,1,1,0,0.975822,行房/n
8815,1,0,1,0.975822,咬破/v
8816,1,1,0,0.975822,折报/n
8817,1,0,1,0.975822,昂东/nr
8818,1,0,1,0.975822,若尔日/nrt
8819,1,1,0,0.975822,小菊/nr
8820,1,0,1,0.975822,挣出/v
8821,1,0,1,0.975822,怪模怪样/l
8822,1,1,0,0.975822,唱诗/n
8823,1,0,1,0.975822,监牢/n
8824,1,1,0,0.975822,沙漠/n
8825,1,0,1,0.975822,要死要活/n
8826,1,1,0,0.975822,倚门/v
8827,1,1,0,0.975822,眼力/n
8828,1,1,0,0.975822,翠环/n
8829,1,0,1,0.975822,来劝森/nr
8830,1,0,1,0.975822,二姨妈/nr
8831,1,1,0,0.975822,第二章/m
8832,1,0,1,0.975822,责问/n
8833,1,1,0,0.975822,何志孔/nr
8834,1,1,0,0.975822,多裥/n
8835,1,1,0,0.975822,风姿/n
8836,1,0,1,0.975822,满洲/ns
8837,1,0,1,0.975822,嘘声/n
8838,1,0,1,0.975822,脑会/n
8839,1,1,0,0.975822,赵杰娘子/nr
8840,1,0,1,0.975822,酒戒/n
8841,1,0,1,0.975822,解散/v
8842,1,1,0,0.975822,陡变/v
8843,1,1,0,0.975822,逐句/d
8844,1,1,0,0.975822,碧静/z
8845,1,0,1,0.975822,泪如雨下/l
8846,1,1,0,0.975822,爽快/a
8847,1,1,0,0.975822,馆伴/n
8848,1,1,0,0.975822,狂人/n
8849,1,1,0,0.975822,几千个/m
8850,1,1,0,0.975822,伴芳/v
8851,1,0,1,0.975822,大鱼大肉/i
8852,1,0,1,0.975822,俨若/v
8853,1,1,0,0.975822,萨皮纳/nr
8854,1,0,1,0.975822,天崩地塌/i
8855,1,1,0,0.975822,转折处/v
8856,1,0,1,0.975822,天崩地陷/i
8857,1,1,0,0.975822,突泉/nz
8858,1,0,1,0.975822,早春/t
8859,1,0,1,0.975822,闷葫芦/l
8860,1,1,0,0.975822,蓬布/nr
8861,1,1,0,0.975822,鼓飞/v
8862,1,1,0,0.975822,右上角/f
8863,1,1,0,0.975822,骊龙/ns
8864,1,1,0,0.975822,米安/nrt
8865,1,0,1,0.975822,失去平衡/i
8866,1,1,0,0.975822,布丽太野/nr
8867,1,0,1,0.975822,狂购/v
8868,1,0,1,0.975822,宠物/n
8869,1,1,0,0.975822,旱烟管/n
8870,1,0,1,0.975822,失口/vn
8871,1,0,1,0.975822,失惊/v
8872,1,0,1,0.975822,失控/vn
8873,1,1,0,0.975822,大马士革/nz
8874,1,0,1,0.975822,失明/v
8875,1,0,1,0.975822,阿奎那/nr
8876,1,1,0,0.975822,江潮/nr
8877,1,0,1,0.975822,失期/vn
8878,1,0,1,0.975822,不至/d
8879,1,0,1,0.975822,未至/d
8880,1,1,0,0.975822,猛进/v
8881,1,0,1,0.975822,昏晕/v
8882,1,1,0,0.975822,案卷/n
8883,1,0,1,0.975822,夹住/v
8884,1,0,1,0.975822,夺回去/i
8885,1,0,1,0.975822,地母/n
8886,1,1,0,0.975822,图申/nr
8887,1,0,1,0.975822,夺眶而出/i
8888,1,0,1,0.975822,含着泪/n
8889,1,1,0,0.975822,漏子/n
8890,1,0,1,0.975822,奇迹般地/i
8891,1,0,1,0.975822,约翰尼/nrt
8892,1,1,0,0.975822,窗沿/s
8893,1,1,0,0.975822,贝茜/nr
8894,1,0,1,0.975822,奔上/v
8895,1,0,1,0.975822,套到/v
8896,1,0,1,0.975822,颈上/s
8897,1,0,1,0.975822,奥利/nz
8898,1,1,0,0.975822,至善/v
8899,1,1,0,0.975822,绊/v
8900,1,0,1,0.975822,扬眉/ns
8901,1,0,1,0.975822,蓓基/nrt
8902,1,0,1,0.975822,嗤笑/v
8903,1,0,1,0.975822,兜头/s
8904,1,0,1,0.975822,房内/s
8905,1,0,1,0.975822,贾士德/nr
8906,1,1,0,0.975822,来去/v
8907,1,1,0,0.975822,赌咒/v
8908,1,0,1,0.975822,口说/n
8909,1,1,0,0.975822,局促不安/i
8910,1,0,1,0.975822,西湖/ns
8911,1,1,0,0.975822,娇/v
8912,1,1,0,0.975822,代之以/v
8913,1,0,1,0.975822,挺身而出/i
8914,1,0,1,0.975822,阖/i
8915,1,0,1,0.975822,疾电/n
8916,1,1,0,0.975822,呆若木鸡/i
8917,1,1,0,0.975822,几眼/m
8918,1,1,0,0.975822,和秋敏/nr
8919,1,1,0,0.975822,回眸/v
8920,1,0,1,0.975822,秋千/nr
8921,1,0,1,0.975822,标题/n
8922,1,1,0,0.975822,领悟/n
8923,1,0,1,0.975822,c94/eng
8924,1,0,1,0.975822,竹门/n
8925,1,1,0,0.975822,晓雾/nr
8926,1,1,0,0.975822,忧怨/v
8927,1,0,1,0.975822,齿缝/n
8928,1,1,0,0.975822,不可收拾/i
8929,1,0,1,0.975822,铜镜/n
8930,1,0,1,0.975822,种籽/n
8931,1,0,1,0.975822,植进马/n
8932,1,1,0,0.975822,变化无常/l
8933,1,0,1,0.975822,六神无主/i
8934,1,0,1,0.975822,液体/n
8935,1,1,0,0.975822,羽陆/n
8936,1,1,0,0.975822,可责/v
8937,1,1,0,0.975822,园/n
8938,1,0,1,0.975822,很淡/a
8939,1,1,0,0.975822,冈/ns
8940,1,0,1,0.975822,遥望/v
8941,1,1,0,0.975822,澡盆/n
8942,1,1,0,0.975822,乐子/n
8943,1,1,0,0.975822,后浪推前浪/i
8944,1,1,0,0.975822,帘幔/n
8945,1,0,1,0.975822,低吟/v
8946,1,1,0,0.975822,着愈/d
8947,1,1,0,0.975822,飘到/v
8948,1,1,0,0.975822,王道士/nr
8949,1,1,0,0.975822,回包/v
8950,1,0,1,0.975822,婆婆妈妈/n
8951,1,1,0,0.975822,包围圈/n
8952,1,1,0,0.975822,火灾/n
8953,1,0,1,0.975822,宁帖/nr
8954,1,1,0,0.975822,沉沉入睡/l
8955,1,0,1,0.975822,附属品/n
8956,1,0,1,0.975822,面来/f
8957,1,1,0,0.975822,脚踵/n
8958,1,1,0,0.975822,上象/n
8959,1,1,0,0.975822,第七日/m
8960,1,0,1,0.975822,忧色/n
8961,1,0,1,0.975822,也变地/l
8962,1,0,1,0.975822,定在/v
8963,1,1,0,0.975822,千古/ns
8964,1,1,0,0.975822,雅罗/nrt
8965,1,0,1,0.975822,宣称/v
8966,1,1,0,0.975822,驻狱/n
8967,1,1,0,0.975822,几十页/m
8968,1,0,1,0.975822,闰/nr
8969,1,1,0,0.975822,翠环刚/nr
8970,1,0,1,0.975822,害血/v
8971,1,0,1,0.975822,心脏麻痹/n
8972,1,1,0,0.975822,礼堂/n
8973,1,1,0,0.975822,肯干/v
8974,1,1,0,0.975822,义三/nz
8975,1,0,1,0.975822,民子/n
8976,1,1,0,0.975822,元庆/t
8977,1,0,1,0.975822,正常人/n
8978,1,0,1,0.975822,许静英/nr
8979,1,0,1,0.975822,人体艺术/n
8980,1,1,0,0.975822,伊凡诺夫/nrt
8981,1,0,1,0.975822,口站/n
8982,1,1,0,0.975822,交往甚密/i
8983,1,1,0,0.975822,柳芽/nr
8984,1,1,0,0.975822,扎依尼茨/nrt
8985,1,1,0,0.975822,平常人/n
8986,1,1,0,0.975822,费德/nr
8987,1,0,1,0.975822,已故/d
8988,1,0,1,0.975822,萨特/nr
8989,1,0,1,0.975822,当今/t
8990,1,0,1,0.975822,偶像崇拜/i
8991,1,1,0,0.975822,论战/nz
8992,1,1,0,0.975822,西安事变/nz
8993,1,1,0,0.975822,丁玲/nr
8994,1,1,0,0.975822,抬运/v
8995,1,1,0,0.975822,宾四/nr
8996,1,1,0,0.975822,口实/n
8997,1,1,0,0.975822,作答/v
8998,1,1,0,0.975822,三种/m
8999,1,1,0,0.975822,土豆片/n
9000,1,0,1,0.975822,梅尔林/nr
9001,1,1,0,0.975822,威尼斯/nrt
9002,1,0,1,0.975822,侠义/n
9003,1,1,0,0.975822,丑相/n
9004,1,1,0,0.975822,博须埃/nr
9005,1,0,1,0.975822,公白/n
9006,1,0,1,0.975822,对立面/n
9007,1,0,1,0.975822,显眼/v
9008,1,1,0,0.975822,中控室/nz
9009,1,1,0,0.975822,合不来/v
9010,1,1,0,0.975822,真假/n
9011,1,1,0,0.975822,满载而归/i
9012,1,1,0,0.975822,着过/v
9013,1,0,1,0.975822,着笑/v
9014,1,0,1,0.975822,对觉/n
9015,1,0,1,0.975822,讽刺性/n
9016,1,0,1,0.975822,升酒/v
9017,1,1,0,0.975822,卡佐勒/nr
9018,1,1,0,0.975822,鄙陋/a
9019,1,1,0,0.975822,蚕丝/n
9020,1,0,1,0.975822,违约/v
9021,1,0,1,0.975822,霍姆/nr
9022,1,1,0,0.975822,垂首/v
9023,1,0,1,0.975822,冷冷/a
9024,1,0,1,0.975822,寻到/v
9025,1,1,0,0.975822,石南/ns
9026,1,0,1,0.975822,强光/n
9027,1,0,1,0.975822,伸伏/v
9028,1,0,1,0.975822,书合/v
9029,1,0,1,0.975822,将头/n
9030,1,1,0,0.975822,良法/n
9031,1,0,1,0.975822,蕴积/n
9032,1,0,1,0.975822,手一扬/i
9033,1,0,1,0.975822,金管/n
9034,1,1,0,0.975822,白小/z
9035,1,1,0,0.975822,正听得/i
9036,1,1,0,0.975822,谢碧霞/nr
9037,1,1,0,0.975822,夹道/v
9038,1,1,0,0.975822,耳旁/s
9039,1,0,1,0.975822,小佐里恩/nr
9040,1,0,1,0.975822,小卢/nr
9041,1,1,0,0.975822,郭祥正/nr
9042,1,1,0,0.975822,怎一/r
9043,1,0,1,0.975822,小耳朵/nr
9044,1,1,0,0.975822,小坡/n
9045,1,0,1,0.975822,铜钟/n
9046,1,0,1,0.975822,劈手/d
9047,1,1,0,0.975822,念诵/v
9048,1,1,0,0.975822,首词/n
9049,1,1,0,0.975822,羡妒/v
9050,1,1,0,0.975822,玛鲁霞/nr
9051,1,1,0,0.975822,细细地/z
9052,1,1,0,0.975822,桃/n
9053,1,1,0,0.975822,肃然/a
9054,1,0,1,0.975822,繁忙/a
9055,1,0,1,0.975822,事务/n
9056,1,1,0,0.975822,第二夜/m
9057,1,1,0,0.975822,林地/n
9058,1,1,0,0.975822,蒂布/nrt
9059,1,1,0,0.975822,社瓦/n
9060,1,1,0,0.975822,黄杨/nr
9061,1,1,0,0.975822,颜钧/nr
9062,1,1,0,0.975822,马尾辫/n
9063,1,1,0,0.975822,一层层/m
9064,1,1,0,0.975822,地荡/v
9065,1,0,1,0.975822,掴/v
9066,1,0,1,0.975822,婚典/n
9067,1,0,1,0.975822,收拢/v
9068,1,1,0,0.975822,啮空/n
9069,1,0,1,0.975822,归天/v
9070,1,1,0,0.975822,几粒/m
9071,1,0,1,0.975822,横躺/v
9072,1,1,0,0.975822,过渡/v
9073,1,1,0,0.975822,周生生/nr
9074,1,1,0,0.975822,披到/v
9075,1,1,0,0.975822,垛/v
9076,1,1,0,0.975822,疯丫头/n
9077,1,1,0,0.975822,流程/n
9078,1,0,1,0.975822,肯嫁/v
9079,1,0,1,0.975822,严穆/a
9080,1,1,0,0.975822,半桶水/n
9081,1,0,1,0.975822,屋门/n
9082,1,0,1,0.975822,格纸/nz
9083,1,1,0,0.975822,市廛/n
9084,1,0,1,0.975822,展现/v
9085,1,0,1,0.975822,展颜/nr
9086,1,0,1,0.975822,吉尔德/nr
9087,1,0,1,0.975822,斯特恩/nr
9088,1,1,0,0.975822,忸怩不安/i
9089,1,0,1,0.975822,越响/vn
9090,1,1,0,0.975822,收成/v
9091,1,0,1,0.975822,山河/ns
9092,1,0,1,0.975822,山腰/n
9093,1,1,0,0.975822,那小女孩/nr
9094,1,0,1,0.975822,岔/n
9095,1,1,0,0.975822,末期/f
9096,1,0,1,0.975822,崛起/v
9097,1,1,0,0.975822,物证/n
9098,1,0,1,0.975822,崩裂/v
9099,1,0,1,0.975822,包容/v
9100,1,0,1,0.975822,左移/nr
9101,1,0,1,0.975822,电话线/n
9102,1,1,0,0.975822,运动会/n
9103,1,0,1,0.975822,巧遇/nr
9104,1,1,0,0.975822,丰林/nz
9105,1,0,1,0.975822,巨蛇/n
9106,1,0,1,0.975822,美腿/nz
9107,1,0,1,0.975822,周贵来/nr
9108,1,0,1,0.975822,差翠环来/l
9109,1,1,0,0.975822,骊/g
9110,1,1,0,0.975822,红眼/n
9111,1,1,0,0.975822,焯/v
9112,1,1,0,0.975822,第三盘/m
9113,1,0,1,0.975822,小混混/nr
9114,1,0,1,0.975822,悲声/n
9115,1,1,0,0.975822,两遍/m
9116,1,0,1,0.975822,抽咽/v
9117,1,1,0,0.975822,血肉模糊/l
9118,1,1,0,0.975822,榛/n
9119,1,0,1,0.975822,问心有愧/i
9120,1,1,0,0.975822,望弥撒/nr
9121,1,1,0,0.975822,柯拉莉/nr
9122,1,1,0,0.975822,冯梅生/nr
9123,1,0,1,0.975822,辣辣的/z
9124,1,0,1,0.975822,平伸/v
9125,1,1,0,0.975822,点缀着/y
9126,1,0,1,0.975822,平展/vn
9127,1,1,0,0.975822,省份/n
9128,1,0,1,0.975822,平白无故/i
9129,1,1,0,0.975822,垂直/v
9130,1,0,1,0.975822,平身/n
9131,1,1,0,0.975822,传庆/n
9132,1,0,1,0.975822,七八岁/m
9133,1,1,0,0.975822,打鼾/v
9134,1,1,0,0.975822,絮/v
9135,1,0,1,0.975822,降旗/n
9136,1,1,0,0.975822,言传/nr
9137,1,1,0,0.975822,击节/v
9138,1,0,1,0.975822,庭树/n
9139,1,1,0,0.975822,新文学/nt
9140,1,1,0,0.975822,编辑部/n
9141,1,0,1,0.975822,重发/v
9142,1,1,0,0.975822,撒进/v
9143,1,0,1,0.975822,12/m
9144,1,0,1,0.975822,开上来/v
9145,1,0,1,0.975822,诺曼/nrt
9146,1,0,1,0.975822,朵花/n
9147,1,0,1,0.975822,留声机/l
9148,1,1,0,0.975822,思如泉涌/i
9149,1,0,1,0.975822,或曰/c
9150,1,0,1,0.975822,通灵/nr
9151,1,1,0,0.975822,虐杀/v
9152,1,1,0,0.975822,地下道/n
9153,1,0,1,0.975822,李琼/nr
9154,1,1,0,0.975822,灵堂/nr
9155,1,0,1,0.975822,鲁茜尔/nr
9156,1,1,0,0.975822,神龛/n
9157,1,1,0,0.975822,女教员/n
9158,1,1,0,0.975822,杨忆祖/nr
9159,1,1,0,0.975822,领队/n
9160,1,0,1,0.975822,漂去/v
9161,1,1,0,0.975822,三轩/nr
9162,1,0,1,0.975822,塞车/ns
9163,1,0,1,0.975822,终於/nr
9164,1,0,1,0.975822,献起/v
9165,1,1,0,0.975822,小红/z
9166,1,1,0,0.975822,飞出去/v
9167,1,1,0,0.975822,兴头上/l
9168,1,1,0,0.975822,愁颜/n
9169,1,0,1,0.975822,悠悠的/z
9170,1,1,0,0.975822,面露/v
9171,1,0,1,0.975822,笑咪咪/n
9172,1,0,1,0.975822,开言/v
9173,1,1,0,0.975822,校长室/n
9174,1,1,0,0.975822,徐揆/nr
9175,1,1,0,0.975822,石茂良/nr
9176,1,0,1,0.975822,热络/n
9177,1,1,0,0.975822,拚老命/v
9178,1,0,1,0.975822,江洋大盗/i
9179,1,1,0,0.975822,暗送秋波/i
9180,1,0,1,0.975822,弄假成真/i
9181,1,1,0,0.975822,娜依斯/nrt
