rank,搭配词,共现频数,全局频率,左侧,右侧,MI值
12147,件/zg,2,8,1,1,3.3701
12148,舔/v,2,8,2,0,3.3701
12149,车道/n,2,8,0,2,3.3701
12150,没人/v,2,8,0,2,3.3701
12151,艾玛/nr,2,8,2,0,3.3701
12152,搔/v,2,8,2,0,3.3701
12153,人站/n,2,8,0,2,3.3701
12154,时髦/nr,2,8,0,2,3.3701
12155,匆忙/z,2,8,0,2,3.3701
12156,老鼠/n,2,8,0,2,3.3701
12157,图画/n,2,8,2,0,3.3701
12158,静静的/z,2,8,2,0,3.3701
12159,玻璃窗/n,2,8,1,1,3.3701
12160,举人/n,2,8,0,2,3.3701
12161,结/n,2,8,2,0,3.3701
12162,更是/d,2,8,2,0,3.3701
12163,下雨/v,2,8,0,2,3.3701
12164,思路/n,2,8,2,0,3.3701
12165,送进/v,2,8,1,1,3.3701
12166,脚边/f,2,8,0,2,3.3701
12167,学堂/n,2,8,2,0,3.3701
12168,无端/n,2,8,0,2,3.3701
12169,评论/n,2,8,1,1,3.3701
12170,从小/d,2,8,0,2,3.3701
12171,大队/n,2,8,1,1,3.3701
12172,街角/n,2,8,1,1,3.3701
12173,乡/n,2,8,2,0,3.3701
12174,会儿/n,2,8,2,0,3.3701
12175,双脚/n,2,8,0,2,3.3701
12176,看不到/v,2,8,1,1,3.3701
12177,眼下/t,2,8,2,0,3.3701
12178,撕/v,2,8,1,1,3.3701
12179,臂/n,2,8,1,1,3.3701
12180,赞美/ns,2,8,1,1,3.3701
12181,手扶/b,2,8,0,2,3.3701
12182,关门/n,2,8,1,1,3.3701
12183,东方/s,2,8,0,2,3.3701
12184,男孩子/n,2,8,2,0,3.3701
12185,画家/n,2,8,2,0,3.3701
12186,撒谎/v,2,8,1,1,3.3701
12187,顾太太/nr,2,8,2,0,3.3701
12188,河堤/n,2,8,2,0,3.3701
12189,事物/n,2,8,2,0,3.3701
12190,单/n,2,8,0,2,3.3701
12191,珊/n,2,8,0,2,3.3701
12192,相片/n,2,8,1,1,3.3701
12193,吕/nr,2,8,1,1,3.3701
12194,淌/v,2,8,1,1,3.3701
12195,豆腐/n,2,8,1,1,3.3701
12196,舍不得/v,2,8,1,1,3.3701
12197,盘子/n,2,8,1,1,3.3701
12198,狂/d,2,8,0,2,3.3701
12199,墙边/s,2,8,0,2,3.3701
12200,调/v,2,8,1,1,3.3701
12201,犹如/v,2,8,0,2,3.3701
12202,信仰/n,2,8,1,1,3.3701
12203,血色/n,2,8,1,1,3.3701
12204,热心/n,2,8,1,1,3.3701
12205,立在/d,2,8,1,1,3.3701
12206,狄恩/nr,2,8,2,0,3.3701
12207,驴/n,2,8,1,1,3.3701
12208,诺维奇/nrt,2,8,2,0,3.3701
12209,关切/v,2,8,0,2,3.3701
12210,一大跳/i,2,8,0,2,3.3701
12211,基思/n,2,8,2,0,3.3701
12212,站长/v,2,8,1,1,3.3701
12213,阳台/n,2,8,1,1,3.3701
12214,琴声/n,2,8,0,2,3.3701
12215,实际上/d,2,8,0,2,3.3701
12216,狼狈/an,2,8,2,0,3.3701
12217,小弟/n,2,8,2,0,3.3701
12218,晚餐/n,2,8,2,0,3.3701
12219,姚/nr,2,8,2,0,3.3701
12220,青草/n,2,8,1,1,3.3701
12221,另一只/c,2,8,1,1,3.3701
12222,数目/n,2,8,2,0,3.3701
12223,翻身/v,2,8,1,1,3.3701
12224,格格/n,2,8,0,2,3.3701
12225,乔治/nr,2,8,2,0,3.3701
12226,胆子/n,2,8,1,1,3.3701
12227,阿非/ns,2,8,1,1,3.3701
12228,失声/v,2,8,0,2,3.3701
12229,堵/v,2,8,1,1,3.3701
12230,礼物/n,2,8,1,1,3.3701
12231,在场/v,2,8,1,1,3.3701
12232,阁楼/n,2,8,0,2,3.3701
12233,阿兰/ns,2,8,2,0,3.3701
12234,开了门/l,2,8,1,1,3.3701
12235,腮/n,2,8,1,1,3.3701
12236,罗兰/ns,2,8,2,0,3.3701
12237,苹果/n,2,8,2,0,3.3701
12238,怜惜/v,2,8,0,2,3.3701
12239,银行/n,2,8,0,2,3.3701
12240,解除/v,2,8,2,0,3.3701
12241,辩论/n,2,8,1,1,3.3701
12242,世上/s,2,8,1,1,3.3701
12243,生日/t,2,8,1,1,3.3701
12244,照样/d,2,8,0,2,3.3701
12245,趴在/v,2,8,2,0,3.3701
12246,块/zg,2,8,0,2,3.3701
12247,问问/n,2,8,0,2,3.3701
12248,大师/n,2,8,1,1,3.3701
12249,形容/n,2,8,1,1,3.3701
12250,懊恼/v,2,8,0,2,3.3701
12251,戈珊/nrt,2,8,1,1,3.3701
12252,贴着/v,2,8,0,2,3.3701
12253,场面/n,2,8,1,1,3.3701
12254,照着/v,2,8,0,2,3.3701
12255,滚动/v,2,8,2,0,3.3701
12256,改口/vn,2,8,0,2,3.3701
12257,鼓舞/v,1,4,1,0,3.3701
12258,一律/d,1,4,1,0,3.3701
12259,一块块/d,1,4,1,0,3.3701
12260,明说/v,1,4,1,0,3.3701
12261,极小/d,1,4,1,0,3.3701
12262,依/d,1,4,1,0,3.3701
12263,总有一天/l,1,4,1,0,3.3701
12264,热水/n,1,4,1,0,3.3701
12265,扣/v,1,4,1,0,3.3701
12266,个个/r,1,4,1,0,3.3701
12267,圆脸/n,1,4,0,1,3.3701
12268,气喘/n,1,4,0,1,3.3701
12269,跌跌撞撞/z,1,4,0,1,3.3701
12270,梁子安/nr,1,4,0,1,3.3701
12271,揭破/v,1,4,0,1,3.3701
12272,世兄/n,1,4,1,0,3.3701
12273,饱/a,1,4,1,0,3.3701
12274,何妨/r,1,4,0,1,3.3701
12275,扬手/v,1,4,0,1,3.3701
12276,惶惑/a,1,4,1,0,3.3701
12277,揪住/v,1,4,0,1,3.3701
12278,松树/nr,1,4,0,1,3.3701
12279,讽刺/v,1,4,1,0,3.3701
12280,骂声/n,1,4,0,1,3.3701
12281,蹑手蹑脚/z,1,4,0,1,3.3701
12282,坑/n,1,4,0,1,3.3701
12283,翅/ng,1,4,0,1,3.3701
12284,黑烟/n,1,4,0,1,3.3701
12285,极度/d,1,4,0,1,3.3701
12286,差点儿/l,1,4,0,1,3.3701
12287,朱桂英/nr,1,4,1,0,3.3701
12288,一队/m,1,4,0,1,3.3701
12289,汽笛声/n,1,4,0,1,3.3701
12290,礼服/n,1,4,1,0,3.3701
12291,市长/n,1,4,1,0,3.3701
12292,天旋地转/i,1,4,0,1,3.3701
12293,上上下下/l,1,4,1,0,3.3701
12294,上山/ns,1,4,1,0,3.3701
12295,没错/v,1,4,0,1,3.3701
12296,黄昏时分/l,1,4,1,0,3.3701
12297,后窗/n,1,4,1,0,3.3701
12298,眶/ng,1,4,1,0,3.3701
12299,迷惘/a,1,4,0,1,3.3701
12300,桃花/n,1,4,0,1,3.3701
12301,巴巴/ns,1,4,1,0,3.3701
12302,三四个/m,1,4,0,1,3.3701
12303,彭彪子/nr,1,4,1,0,3.3701
12304,窗玻璃/n,1,4,1,0,3.3701
12305,支援/v,1,4,1,0,3.3701
12306,狭长的/z,1,4,1,0,3.3701
12307,不假思索/i,1,4,0,1,3.3701
12308,献/v,1,4,1,0,3.3701
12309,二少爷/nr,1,4,1,0,3.3701
12310,挺起/v,1,4,0,1,3.3701
12311,狂叫/v,1,4,0,1,3.3701
12312,手巾/n,1,4,0,1,3.3701
12313,争执/v,1,4,0,1,3.3701
12314,严峻/a,1,4,0,1,3.3701
12315,四爷/n,1,4,1,0,3.3701
12316,自私/a,1,4,0,1,3.3701
12317,贯/nr,1,4,0,1,3.3701
12318,挤挤/v,1,4,1,0,3.3701
12319,潆/x,1,4,0,1,3.3701
12320,王子/nr,1,4,0,1,3.3701
12321,全力/n,1,4,1,0,3.3701
12322,领导/n,1,4,1,0,3.3701
12323,一伙/m,1,4,0,1,3.3701
12324,上方/f,1,4,1,0,3.3701
12325,偷看/v,1,4,1,0,3.3701
12326,潮湿/a,1,4,1,0,3.3701
12327,求知/v,1,4,1,0,3.3701
12328,乱哄哄/z,1,4,0,1,3.3701
12329,缝里/n,1,4,1,0,3.3701
12330,转折/v,1,4,0,1,3.3701
12331,这方面/mq,1,4,0,1,3.3701
12332,云彩/nr,1,4,0,1,3.3701
12333,丛林/nr,1,4,0,1,3.3701
12334,管一/vn,1,4,1,0,3.3701
12335,塔楼/ns,1,4,0,1,3.3701
12336,悬崖/n,1,4,0,1,3.3701
12337,花香/nr,1,4,1,0,3.3701
12338,梦境/n,1,4,0,1,3.3701
12339,洼地/n,1,4,0,1,3.3701
12340,金丝/n,1,4,0,1,3.3701
12341,神庙/n,1,4,0,1,3.3701
12342,神户/n,1,4,0,1,3.3701
12343,云雀/n,1,4,1,0,3.3701
12344,震撼/v,1,4,0,1,3.3701
12345,收获/v,1,4,1,0,3.3701
12346,里屋/n,1,4,0,1,3.3701
12347,树后/s,1,4,1,0,3.3701
12348,朵/q,1,4,0,1,3.3701
12349,各式各样/l,1,4,1,0,3.3701
12350,颠/v,1,4,1,0,3.3701
12351,不自禁/i,1,4,0,1,3.3701
12352,迈开/v,1,4,1,0,3.3701
12353,来客/n,1,4,1,0,3.3701
12354,身形/n,1,4,1,0,3.3701
12355,湖/n,1,4,1,0,3.3701
12356,不高兴地/z,1,4,0,1,3.3701
12357,仰头/v,1,4,0,1,3.3701
12358,出征/v,1,4,1,0,3.3701
12359,老弟/n,1,4,0,1,3.3701
12360,上司/n,1,4,0,1,3.3701
12361,久违/v,1,4,0,1,3.3701
12362,洪承畴/nr,1,4,0,1,3.3701
12363,字样/n,1,4,1,0,3.3701
12364,宪兵/n,1,4,0,1,3.3701
12365,强大/a,1,4,0,1,3.3701
12366,推车/v,1,4,0,1,3.3701
12367,隐隐约约/z,1,4,0,1,3.3701
12368,传遍/v,1,4,0,1,3.3701
12369,低下/v,1,4,0,1,3.3701
12370,女王/n,1,4,1,0,3.3701
12371,蛙/ng,1,4,1,0,3.3701
12372,票子/n,1,4,1,0,3.3701
12373,克定/v,1,4,0,1,3.3701
12374,喧哗声/i,1,4,1,0,3.3701
12375,岛屿/n,1,4,1,0,3.3701
12376,拈/v,1,4,1,0,3.3701
12377,春桃/n,1,4,0,1,3.3701
12378,宝芬/nr,1,4,1,0,3.3701
12379,夏娃/nr,1,4,1,0,3.3701
12380,９/x,1,4,1,0,3.3701
12381,精灵/n,1,4,1,0,3.3701
12382,唯恐/v,1,4,1,0,3.3701
12383,交叉/n,1,4,1,0,3.3701
12384,跳进/v,1,4,0,1,3.3701
12385,垮/v,1,4,0,1,3.3701
12386,持重/v,1,4,1,0,3.3701
12387,步伐/n,1,4,0,1,3.3701
12388,耀眼/a,1,4,0,1,3.3701
12389,危机/n,1,4,1,0,3.3701
12390,胸/ng,1,4,1,0,3.3701
12391,侄儿/n,1,4,0,1,3.3701
12392,诗歌/n,1,4,1,0,3.3701
12393,安宁/ns,1,4,0,1,3.3701
12394,冬/tg,1,4,0,1,3.3701
12395,流动/vn,1,4,1,0,3.3701
12396,禁止/v,1,4,0,1,3.3701
12397,这间/r,1,4,1,0,3.3701
12398,一门/m,1,4,1,0,3.3701
12399,攀住/v,1,4,0,1,3.3701
12400,讲起/v,1,4,0,1,3.3701
12401,江青/nr,1,4,1,0,3.3701
12402,烫/v,1,4,1,0,3.3701
12403,再也不能/l,1,4,0,1,3.3701
12404,炉/n,1,4,1,0,3.3701
12405,尼西/ns,1,4,1,0,3.3701
12406,西洋/ns,1,4,1,0,3.3701
12407,嫁人/n,1,4,1,0,3.3701
12408,仓库/n,1,4,1,0,3.3701
12409,眺望/v,1,4,1,0,3.3701
12410,范/n,1,4,0,1,3.3701
12411,凸出/v,1,4,0,1,3.3701
12412,出乎/v,1,4,0,1,3.3701
12413,艘/m,1,4,1,0,3.3701
12414,打开门/l,1,4,1,0,3.3701
12415,宋军/nr,1,4,1,0,3.3701
12416,特征/n,1,4,0,1,3.3701
12417,舞/n,1,4,1,0,3.3701
12418,象征/v,1,4,0,1,3.3701
12419,李宇明/nr,1,4,1,0,3.3701
12420,阶上/n,1,4,0,1,3.3701
12421,泡沫/n,1,4,1,0,3.3701
12422,掉下来/v,1,4,0,1,3.3701
12423,分裂/v,1,4,0,1,3.3701
12424,部/n,1,4,1,0,3.3701
12425,付账/v,1,4,0,1,3.3701
12426,动了动/l,1,4,0,1,3.3701
12427,丢开/v,1,4,0,1,3.3701
12428,庄稼/n,1,4,1,0,3.3701
12429,星期五/t,1,4,1,0,3.3701
12430,兮/y,1,4,1,0,3.3701
12431,行不行/v,1,4,1,0,3.3701
12432,集合/v,1,4,0,1,3.3701
12433,权威/nr,1,4,0,1,3.3701
12434,第三个/m,1,4,0,1,3.3701
12435,浓/a,1,4,0,1,3.3701
12436,发出声音/l,1,4,1,0,3.3701
12437,焰火/n,1,4,1,0,3.3701
12438,鱼缸/n,1,4,1,0,3.3701
12439,小鱼/n,1,4,1,0,3.3701
12440,人世/n,1,4,1,0,3.3701
12441,月前/t,1,4,1,0,3.3701
12442,年代/t,1,4,0,1,3.3701
12443,七斤/m,1,4,0,1,3.3701
12444,小人/n,1,4,1,0,3.3701
12445,登场/n,1,4,0,1,3.3701
12446,大伙/n,1,4,1,0,3.3701
12447,墙脚/n,1,4,1,0,3.3701
12448,无从/v,1,4,1,0,3.3701
12449,社/n,1,4,0,1,3.3701
12450,福/ns,1,4,1,0,3.3701
12451,坦白/n,1,4,1,0,3.3701
12452,眉开眼笑/i,1,4,0,1,3.3701
12453,举起手来/l,1,4,0,1,3.3701
12454,偏要/a,1,4,1,0,3.3701
12455,合上/v,1,4,1,0,3.3701
12456,方雨荪/nr,1,4,0,1,3.3701
12457,当兵/n,1,4,0,1,3.3701
12458,了不得/v,1,4,1,0,3.3701
12459,没意思/l,1,4,0,1,3.3701
12460,妻/ng,1,4,0,1,3.3701
12461,子里/nr,1,4,1,0,3.3701
12462,遗忘/v,1,4,1,0,3.3701
12463,霸道/n,1,4,1,0,3.3701
12464,走狗/n,1,4,1,0,3.3701
12465,实行/v,1,4,1,0,3.3701
12466,大殿/n,1,4,1,0,3.3701
12467,绚丽/a,1,4,1,0,3.3701
12468,音响/n,1,4,1,0,3.3701
12469,虚掩/v,1,4,1,0,3.3701
12470,万万/m,1,4,1,0,3.3701
12471,场上/s,1,4,0,1,3.3701
12472,今/tg,1,4,0,1,3.3701
12473,杨春/nr,1,4,1,0,3.3701
12474,猎物/n,1,4,1,0,3.3701
12475,过路人/n,1,4,1,0,3.3701
12476,长辈/n,1,4,1,0,3.3701
12477,城堡/ns,1,4,1,0,3.3701
12478,狄克/nr,1,4,0,1,3.3701
12479,钱包/n,1,4,0,1,3.3701
12480,小册子/n,1,4,1,0,3.3701
12481,教士/n,1,4,0,1,3.3701
12482,上马/ns,1,4,1,0,3.3701
12483,咖啡馆/n,1,4,1,0,3.3701
12484,金/n,1,4,0,1,3.3701
12485,致命/v,1,4,0,1,3.3701
12486,车票/n,1,4,0,1,3.3701
12487,距/n,1,4,0,1,3.3701
12488,火把/n,1,4,1,0,3.3701
12489,几道/m,1,4,0,1,3.3701
12490,为的是/c,1,4,1,0,3.3701
12491,新闻记者/n,1,4,1,0,3.3701
12492,蓦然/d,1,4,1,0,3.3701
12493,舞蹈/n,1,4,1,0,3.3701
12494,粗野/n,1,4,1,0,3.3701
12495,取下/v,1,4,0,1,3.3701
12496,东头/s,1,4,1,0,3.3701
12497,警觉/n,1,4,0,1,3.3701
12498,友/ng,1,4,0,1,3.3701
12499,留学生/n,1,4,1,0,3.3701
12500,阴沉沉/z,1,4,0,1,3.3701
12501,吉普车/nr,1,4,1,0,3.3701
12502,吃过饭/l,1,4,0,1,3.3701
12503,奇奇/a,1,4,1,0,3.3701
12504,幽暗/a,1,4,0,1,3.3701
12505,亲王/n,1,4,1,0,3.3701
12506,巴结/nr,1,4,0,1,3.3701
12507,脸儿/n,1,4,0,1,3.3701
12508,杀人/n,1,4,1,0,3.3701
12509,婶子/n,1,4,0,1,3.3701
12510,包法利/nr,1,4,1,0,3.3701
12511,队长/n,1,4,1,0,3.3701
12512,李妈/nr,1,4,1,0,3.3701
12513,何丽娜/nr,1,4,1,0,3.3701
12514,三哥/ns,1,4,1,0,3.3701
12515,大肚子/n,1,4,1,0,3.3701
12516,翻过/v,1,4,1,0,3.3701
12517,喝醉酒/l,1,4,1,0,3.3701
12518,艳/a,1,4,0,1,3.3701
12519,当局/n,1,4,1,0,3.3701
12520,正忙着/l,1,4,1,0,3.3701
12521,领/n,1,4,0,1,3.3701
12522,挥动/v,1,4,0,1,3.3701
12523,山间/n,1,4,0,1,3.3701
12524,孙之/nr,1,4,0,1,3.3701
12525,契丹/ns,1,4,0,1,3.3701
12526,吹奏/v,1,4,0,1,3.3701
12527,驶来/v,1,4,0,1,3.3701
12528,行进/v,1,4,1,0,3.3701
12529,外间/f,1,4,0,1,3.3701
12530,南边/f,1,4,0,1,3.3701
12531,千万别/i,1,4,1,0,3.3701
12532,台词/n,1,4,0,1,3.3701
12533,挂钟/n,1,4,0,1,3.3701
12534,操场上/v,1,4,0,1,3.3701
12535,逃避/v,1,4,1,0,3.3701
12536,碎裂/v,1,4,0,1,3.3701
12537,狂吼/v,1,4,1,0,3.3701
12538,您好/l,1,4,1,0,3.3701
12539,金黄色/n,1,4,1,0,3.3701
12540,息/zg,1,4,0,1,3.3701
12541,沙沙声/nr,1,4,0,1,3.3701
12542,酒馆/n,1,4,1,0,3.3701
12543,原有/v,1,4,1,0,3.3701
12544,叫门/n,1,4,1,0,3.3701
12545,鸟声/n,1,4,0,1,3.3701
12546,一刻钟/m,1,4,1,0,3.3701
12547,玛丽雅/nr,1,4,0,1,3.3701
12548,责怪/v,1,4,1,0,3.3701
12549,打瞌睡/v,1,4,1,0,3.3701
12550,投宿/v,1,4,1,0,3.3701
12551,迈/v,1,4,1,0,3.3701
12552,道德/nr,1,4,1,0,3.3701
12553,计/n,1,4,1,0,3.3701
12554,朝廷/ns,1,4,0,1,3.3701
12555,吵醒/v,1,4,0,1,3.3701
12556,北风/ns,1,4,0,1,3.3701
12557,正面/ad,1,4,0,1,3.3701
12558,短促/a,1,4,0,1,3.3701
12559,咀嚼/v,1,4,1,0,3.3701
12560,绞/v,1,4,1,0,3.3701
12561,屈膝/nr,1,4,0,1,3.3701
12562,脖颈/n,1,4,1,0,3.3701
12563,上帝保佑/nz,1,4,1,0,3.3701
12564,噎住/v,1,4,0,1,3.3701
12565,莫雷尔/nr,1,4,0,1,3.3701
12566,束/v,1,4,1,0,3.3701
12567,很高/a,1,4,0,1,3.3701
12568,橘子/n,1,4,0,1,3.3701
12569,袜子/n,1,4,1,0,3.3701
12570,嘎吱/o,1,4,0,1,3.3701
12571,止/zg,1,4,0,1,3.3701
12572,衔/v,1,4,0,1,3.3701
12573,嘶叫/v,1,4,0,1,3.3701
12574,倒把/v,1,4,0,1,3.3701
12575,嚎啕大哭/vn,1,4,0,1,3.3701
12576,史俊/nr,1,4,1,0,3.3701
12577,老佐里恩/nr,1,4,1,0,3.3701
12578,别扭/a,1,4,1,0,3.3701
12579,跨过/v,1,4,1,0,3.3701
12580,洋人/n,1,4,1,0,3.3701
12581,出入/v,1,4,1,0,3.3701
12582,匀称/a,1,4,1,0,3.3701
12583,火花/n,1,4,1,0,3.3701
12584,芳/nr,1,4,1,0,3.3701
12585,朝阳/ns,1,4,1,0,3.3701
12586,醒来时/l,1,4,0,1,3.3701
12587,雇/v,1,4,1,0,3.3701
12588,平坦/a,1,4,0,1,3.3701
12589,崇拜/nrt,1,4,0,1,3.3701
12590,小昭/nr,1,4,1,0,3.3701
12591,树荫/n,1,4,0,1,3.3701
12592,颓然/z,1,4,0,1,3.3701
12593,鱼叉/nr,1,4,1,0,3.3701
12594,碎片/n,1,4,1,0,3.3701
12595,接口/v,1,4,0,1,3.3701
12596,胳膊肘/n,1,4,0,1,3.3701
12597,料/n,1,4,1,0,3.3701
12598,眼帘/n,1,4,0,1,3.3701
12599,20/m,1,4,1,0,3.3701
12600,多情/n,1,4,0,1,3.3701
12601,勒斯/nrt,1,4,1,0,3.3701
12602,庞大/a,1,4,1,0,3.3701
12603,固/j,1,4,1,0,3.3701
12604,万千/m,1,4,1,0,3.3701
12605,滚出去/l,1,4,0,1,3.3701
12606,男子汉/n,1,4,1,0,3.3701
12607,放屁/v,1,4,1,0,3.3701
12608,恸哭/v,1,4,0,1,3.3701
12609,碧波/nr,1,4,1,0,3.3701
12610,酒气/n,1,4,0,1,3.3701
12611,本领/n,1,4,1,0,3.3701
12612,怎办/l,1,4,0,1,3.3701
12613,势头/n,1,4,0,1,3.3701
12614,贵生/n,1,4,0,1,3.3701
12615,浅/a,1,4,0,1,3.3701
12616,获得/v,1,4,0,1,3.3701
12617,红晕/n,1,4,1,0,3.3701
12618,沉沉的/z,1,4,1,0,3.3701
12619,原处/d,1,4,0,1,3.3701
12620,十二/m,1,4,1,0,3.3701
12621,犄角/n,1,4,0,1,3.3701
12622,苦思/n,1,4,1,0,3.3701
12623,帽/n,1,4,1,0,3.3701
12624,堤/n,1,4,0,1,3.3701
12625,探索/v,1,4,0,1,3.3701
12626,远望/v,1,4,1,0,3.3701
12627,劝说/v,1,4,0,1,3.3701
12628,吃完饭/l,1,4,0,1,3.3701
12629,目瞪口呆/i,1,4,1,0,3.3701
12630,嬉皮笑脸/l,1,4,0,1,3.3701
12631,弹簧/n,1,4,0,1,3.3701
12632,大洋/ns,1,4,0,1,3.3701
12633,米尔/nrt,1,4,1,0,3.3701
12634,伯/nr,1,4,0,1,3.3701
12635,威吓/vn,1,4,0,1,3.3701
12636,秦山/ns,1,4,1,0,3.3701
12637,法庭/n,1,4,0,1,3.3701
12638,进出/v,1,4,0,1,3.3701
12639,花儿/n,1,4,0,1,3.3701
12640,有生以来/l,1,4,1,0,3.3701
12641,钓鱼/n,1,4,0,1,3.3701
12642,阿眉/nr,1,4,0,1,3.3701
12643,胸上/s,1,4,0,1,3.3701
12644,之内/f,1,4,1,0,3.3701
12645,玩儿/n,1,4,1,0,3.3701
12646,日光/n,1,4,1,0,3.3701
12647,女士们/n,1,4,1,0,3.3701
12648,强盗/n,1,4,0,1,3.3701
12649,岔开/v,1,4,0,1,3.3701
12650,连续/a,1,4,1,0,3.3701
12651,黯淡/z,1,4,0,1,3.3701
12652,杂货店/n,1,4,1,0,3.3701
12653,伯母/nr,1,4,1,0,3.3701
12654,勒/v,1,4,1,0,3.3701
12655,茶屋/n,1,4,1,0,3.3701
12656,落日/n,1,4,0,1,3.3701
12657,这样的话/l,1,4,0,1,3.3701
12658,异乎寻常/i,1,4,0,1,3.3701
12659,缘由/p,1,4,1,0,3.3701
12660,抛弃/v,1,4,0,1,3.3701
12661,怪人/n,1,4,1,0,3.3701
12662,手肘/n,1,4,0,1,3.3701
12663,餐厅/n,1,4,1,0,3.3701
12664,坚实/ad,1,4,0,1,3.3701
12665,戴眼镜/nr,1,4,1,0,3.3701
12666,阵阵/q,1,4,1,0,3.3701
12667,彬彬有礼/i,1,4,0,1,3.3701
12668,流水/n,1,4,1,0,3.3701
12669,连连/d,1,4,0,1,3.3701
12670,支/n,1,4,0,1,3.3701
12671,夸奖/v,1,4,1,0,3.3701
12672,娃/ng,1,4,1,0,3.3701
12673,刀尖/n,1,4,1,0,3.3701
12674,唇/ng,1,4,1,0,3.3701
12675,喳喳/o,1,4,0,1,3.3701
12676,迫切/a,1,4,0,1,3.3701
12677,做生意/v,1,4,1,0,3.3701
12678,张罗/nr,1,4,1,0,3.3701
12679,急性/n,1,4,0,1,3.3701
12680,西北/ns,1,4,0,1,3.3701
12681,青山/ns,1,4,1,0,3.3701
12682,地带/n,1,4,0,1,3.3701
12683,友好/a,1,4,0,1,3.3701
12684,当下/t,1,4,0,1,3.3701
12685,一盒/m,1,4,1,0,3.3701
12686,猜疑/v,1,4,0,1,3.3701
12687,心血/n,1,4,0,1,3.3701
12688,整片/n,1,4,0,1,3.3701
12689,卖花/n,1,4,1,0,3.3701
12690,夹袄/n,1,4,1,0,3.3701
12691,跑马/n,1,4,1,0,3.3701
12692,念经/n,1,4,0,1,3.3701
12693,婢子/n,1,4,0,1,3.3701
12694,急剧/d,1,4,0,1,3.3701
12695,进房/v,1,4,0,1,3.3701
12696,格罗夫/nr,1,4,1,0,3.3701
12697,十字/nz,1,4,1,0,3.3701
12698,天才/n,1,4,0,1,3.3701
12699,燕/nr,1,4,1,0,3.3701
12700,黼/g,1,4,0,1,3.3701
12701,科/n,1,4,1,0,3.3701
12702,毁掉/v,1,4,0,1,3.3701
12703,惊呼/v,1,4,0,1,3.3701
12704,送出/v,1,4,1,0,3.3701
12705,退后/v,1,4,0,1,3.3701
12706,很感兴趣/l,1,4,1,0,3.3701
12707,七日/t,1,4,1,0,3.3701
12708,德奥/nrt,1,4,0,1,3.3701
12709,挂上/v,1,4,1,0,3.3701
12710,是非/v,1,4,1,0,3.3701
12711,郊外/s,1,4,1,0,3.3701
12712,利用/n,1,4,0,1,3.3701
12713,汽水/n,1,4,0,1,3.3701
12714,帝国/n,1,4,0,1,3.3701
12715,侍者/n,1,4,1,0,3.3701
12716,字眼/n,1,4,0,1,3.3701
12717,篮子/n,1,4,0,1,3.3701
12718,赞同/v,1,4,1,0,3.3701
12719,狱中/s,1,4,0,1,3.3701
12720,离去/v,1,4,1,0,3.3701
12721,料/v,1,4,1,0,3.3701
12722,论/zg,1,4,0,1,3.3701
12723,姨父/n,1,4,0,1,3.3701
12724,奔驰/v,1,4,1,0,3.3701
12725,桔子/n,1,4,0,1,3.3701
12726,冲出去/v,1,4,1,0,3.3701
12727,离家/n,1,4,0,1,3.3701
12728,礼貌/n,1,4,0,1,3.3701
12729,中山/ns,1,4,0,1,3.3701
12730,见见/v,1,4,0,1,3.3701
12731,玩玩/n,1,4,0,1,3.3701
12732,卡特/nrt,1,4,0,1,3.3701
12733,曼/ag,1,4,0,1,3.3701
12734,改姓/v,1,4,1,0,3.3701
12735,晨光/n,1,4,1,0,3.3701
12736,姥姥/n,1,4,1,0,3.3701
12737,尼姑/nr,1,4,1,0,3.3701
12738,利亚/ns,1,4,1,0,3.3701
12739,比如/v,1,4,1,0,3.3701
12740,公墓/n,1,4,1,0,3.3701
12741,铁轨/n,1,4,1,0,3.3701
12742,耶/nr,1,4,1,0,3.3701
12743,军威/n,1,4,0,1,3.3701
12744,很久以前/l,1,4,0,1,3.3701
12745,河面/n,1,4,1,0,3.3701
12746,水气/n,1,4,1,0,3.3701
12747,温存/n,1,4,1,0,3.3701
12748,单位/n,1,4,0,1,3.3701
12749,一棵树/ns,1,4,1,0,3.3701
12750,挨打/v,1,4,1,0,3.3701
12751,罪恶/n,1,4,1,0,3.3701
12752,唧/o,1,4,0,1,3.3701
12753,命名/n,1,4,1,0,3.3701
12754,天津/ns,1,4,0,1,3.3701
12755,十多年/m,1,4,0,1,3.3701
12756,倾心/n,1,4,0,1,3.3701
12757,姓名/n,1,4,0,1,3.3701
12758,反感/v,1,4,1,0,3.3701
12759,日日/t,1,4,0,1,3.3701
12760,帝王/nr,1,4,0,1,3.3701
12761,部分/n,1,4,1,0,3.3701
12762,老夫/nr,1,4,1,0,3.3701
12763,茶水/n,1,4,1,0,3.3701
12764,望远镜/nr,1,4,1,0,3.3701
12765,严/a,1,4,0,1,3.3701
12766,蕖/x,1,4,0,1,3.3701
12767,真心/d,1,4,1,0,3.3701
12768,奔走/v,1,4,1,0,3.3701
12769,上房/n,1,4,1,0,3.3701
12770,预言/v,1,4,0,1,3.3701
12771,旁听/v,1,4,0,1,3.3701
12772,两间/f,1,4,0,1,3.3701
12773,飘动/v,1,4,1,0,3.3701
12774,泥人/n,1,4,0,1,3.3701
12775,憎恶/v,1,4,1,0,3.3701
12776,老伴/n,1,4,0,1,3.3701
12777,乱转/v,1,4,1,0,3.3701
